,tweet,is_sarcastic,no_stopwords,tokenized,tokenized_no_stopwords
1044,good job by the referees tonight. #not ,1,good job referees tonight. #not,good job by the referees tonight . # not,good job referees tonight . # not
1045,another heart op right before christmas #great #news .. just what i wanted!! #not ..merry christmas ya #filthy #animal ,1,another heart op right christmas #great #news .. wanted!! #not ..merry christmas ya #filthy #animal,another heart op right before christmas # great # news .. just what i wanted ! ! # not .. merry christmas ya # filthy # animal,another heart op right christmas # great # news .. wanted ! ! # not .. merry christmas ya # filthy # animal
1046,"stressing out at work about stuff to do, then i get hit with an audit for next week. life is grand!      ",1,"stressing work stuff do, get hit audit next week. life grand!","stressing out at work about stuff to do , then i get hit with an audit for next week . life is grand !","stressing work stuff do , get hit audit next week . life grand !"
1047,here is our charity!! hear the smo of port antonio hospital speak about why it is so important for you to support... ,0,charity!! hear smo port antonio hospital speak important support...,here is our charity ! ! hear the smo of port antonio hospital speak about why it is so important for you to support ...,charity ! ! hear smo port antonio hospital speak important support ...
1048,i love uâ™¥ #1fan #nintendo #shotgun,1,love uâ™¥ #1fan #nintendo #shotgun,i love uâ™¥ # 1fan # nintendo # shotgun,love uâ™¥ # 1fan # nintendo # shotgun
1049,gonna start this again. #yay #not ,1,gonna start again. #yay #not,gon na start this again . # yay # not,gon na start again . # yay # not
1050,bitches get so scary when a nigga speak to em. fuck your number dawg. i'm just wondering where the brown route stop at. ,0,bitches get scary nigga speak em. fuck number dawg. i'm wondering brown route stop at.,bitches get so scary when a nigga speak to em . fuck your number dawg . i 'm just wondering where the brown route stop at .,bitches get scary nigga speak em . fuck number dawg . i 'm wondering brown route stop at .
1051,i laughed out loud at total eclipse of the heart and portrait studio. #realmoms #parenting #yeahright ,1,laughed loud total eclipse heart portrait studio. #realmoms #parenting #yeahright,i laughed out loud at total eclipse of the heart and portrait studio . # realmoms # parenting # yeahright,laughed loud total eclipse heart portrait studio . # realmoms # parenting # yeahright
1052,"i'm allergic to stupidity, i break out in sarcasm      ",1,"i'm allergic stupidity, break sarcasm","i 'm allergic to stupidity , i break out in sarcasm","i 'm allergic stupidity , break sarcasm"
1053,don't you love it when your boss only talks to you when something goes wrong. because i know i do!      ,1,love boss talks something goes wrong. know do!,do n't you love it when your boss only talks to you when something goes wrong . because i know i do !,love boss talks something goes wrong . know do !
1054,a girl who is sitting next to me right now doesn't speak english so we are talking through google translate omg ,0,girl sitting next right speak english talking google translate omg,a girl who is sitting next to me right now does n't speak english so we are talking through google translate omg,girl sitting next right speak english talking google translate omg
1055,i love being woken up for no reason when i barely got sleep the night before. #not #fuckoff ,1,love woken reason barely got sleep night before. #not #fuckoff,i love being woken up for no reason when i barely got sleep the night before . # not # fuckoff,love woken reason barely got sleep night before . # not # fuckoff
1056,i know you speak to so many people yet i still try ,0,know speak many people yet still try,i know you speak to so many people yet i still try,know speak many people yet still try
1057,"another day, another dollar. #not ðÿ˜žðÿ˜ƒ ",1,"another day, another dollar. #not ðÿ˜žðÿ˜ƒ","another day , another dollar . # not ðÿ˜žðÿ˜ƒ","another day , another dollar . # not ðÿ˜žðÿ˜ƒ"
1058,i know your opinion is biased so i rather no speak to you ,0,know opinion biased rather speak,i know your opinion is biased so i rather no speak to you,know opinion biased rather speak
1059,"hi emma, i love you so much â¤â¤ could you please say hi to your brazilian fans? ps: sorry, i don't speak english ",0,"hi emma, love much â¤â¤ could please say hi brazilian fans? ps: sorry, speak english","hi emma , i love you so much â¤â¤ could you please say hi to your brazilian fans ? ps : sorry , i do n't speak english","hi emma , love much â¤â¤ could please say hi brazilian fans ? ps : sorry , speak english"
1060,i don't sail dream welcome to reality spoil me with loyalty keep yo cash think nigga ain't shit shouldn't speak so fast baby i'm 1 of a kind,0,sail dream welcome reality spoil loyalty keep yo cash think nigga ain't shit speak fast baby i'm 1 kind,i do n't sail dream welcome to reality spoil me with loyalty keep yo cash think nigga ai n't shit should n't speak so fast baby i 'm 1 of a kind,sail dream welcome reality spoil loyalty keep yo cash think nigga ai n't shit speak fast baby i 'm 1 kind
1061,i didn't even speak to girls while i was with you so how? lol plus you have a boyfriend why are u worried about ur exes lol ,0,even speak girls how? lol plus boyfriend u worried ur exes lol,i did n't even speak to girls while i was with you so how ? lol plus you have a boyfriend why are u worried about ur exes lol,even speak girls how ? lol plus boyfriend u worried ur exes lol
1062,i miss the screech of a connecting modem #not remember these 10 tech terms?,1,miss screech connecting modem #not remember 10 tech terms?,i miss the screech of a connecting modem # not remember these 10 tech terms ?,miss screech connecting modem # not remember 10 tech terms ?
1063,girl was like 'you look bored' i just nodded and then she was like 'help us with our idea' so i suggested something to her but bc i speak... ,0,girl like 'you look bored' nodded like 'help us idea' suggested something bc speak...,girl was like 'you look bored ' i just nodded and then she was like 'help us with our idea ' so i suggested something to her but bc i speak ...,girl like 'you look bored ' nodded like 'help us idea ' suggested something bc speak ...
1064,i just love coming home to my house being 91 degreesðÿ˜… #not,1,love coming home house 91 degreesðÿ˜… #not,i just love coming home to my house being 91 degreesðÿ˜… # not,love coming home house 91 degreesðÿ˜… # not
1065,how did you learn how to speak english so well?? stay awesome pewds          ,0,learn speak english well?? stay awesome pewds,how did you learn how to speak english so well ? ? stay awesome pewds,learn speak english well ? ? stay awesome pewds
1066,"ah i understand, though. i'm just as embarrassed trying to speak french or spanish because i'm so bad at those ",0,"ah understand, though. i'm embarrassed trying speak french spanish i'm bad","ah i understand , though . i 'm just as embarrassed trying to speak french or spanish because i 'm so bad at those","ah understand , though . i 'm embarrassed trying speak french spanish i 'm bad"
1067,id be so so grateful to be able to speak to people who make me smile no what what please i love them #bumps5sosfancalls &lt;3,0,id grateful able speak people make smile please love #bumps5sosfancalls &lt;3,id be so so grateful to be able to speak to people who make me smile no what what please i love them # bumps5sosfancalls & lt ; 3,id grateful able speak people make smile please love # bumps5sosfancalls & lt ; 3
1068,i just love getting to work all weekend and have my plans cancled. it's just the best thing ever. #not ðÿ˜ˆðÿ˜¤ ,1,love getting work weekend plans cancled. best thing ever. #not ðÿ˜ˆðÿ˜¤,i just love getting to work all weekend and have my plans cancled . it 's just the best thing ever . # not ðÿ˜ˆðÿ˜¤,love getting work weekend plans cancled . best thing ever . # not ðÿ˜ˆðÿ˜¤
1069,my goodness seems like my tweets are all from my mind. i'm sorry i like to speak out my mind. so excuse me if you hate that ,0,goodness seems like tweets mind. i'm sorry like speak mind. excuse hate,my goodness seems like my tweets are all from my mind . i 'm sorry i like to speak out my mind . so excuse me if you hate that,goodness seems like tweets mind . i 'm sorry like speak mind . excuse hate
1070,when someone says something so retarded you decide not to speak ,0,someone says something retarded decide speak,when someone says something so retarded you decide not to speak,someone says something retarded decide speak
1071,i love how we went from 90 degrees to 60 in one week basically  #fuckinohio,1,love went 90 degrees 60 one week basically #fuckinohio,i love how we went from 90 degrees to 60 in one week basically # fuckinohio,love went 90 degrees 60 one week basically # fuckinohio
1072,don't mind me. i have a lot of thoughts and no one to speak to. so i'll just speak aloud and hope someone hears me. ,0,mind me. lot thoughts one speak to. i'll speak aloud hope someone hears me.,do n't mind me . i have a lot of thoughts and no one to speak to . so i 'll just speak aloud and hope someone hears me .,mind me . lot thoughts one speak to . i 'll speak aloud hope someone hears me .
1073,i have to re-sit my german writing assessment but my struggle here is that i cant speak german so thats that ,0,re-sit german writing assessment struggle cant speak german thats,i have to re-sit my german writing assessment but my struggle here is that i cant speak german so thats that,re-sit german writing assessment struggle cant speak german thats
1074,#fleuvogshoes these speak to me on so many levels #music # truth #love ,0,#fleuvogshoes speak many levels #music # truth #love,# fleuvogshoes these speak to me on so many levels # music # truth # love,# fleuvogshoes speak many levels # music # truth # love
1075,nothing better then having mimi super pissed #not ,1,nothing better mimi super pissed #not,nothing better then having mimi super pissed # not,nothing better mimi super pissed # not
1076,i love when i am an hour late. #not ,1,love hour late. #not,i love when i am an hour late . # not,love hour late . # not
1077,so the now asks the dog to speak about international relations? #familyguystyle ,0,asks dog speak international relations? #familyguystyle,so the now asks the dog to speak about international relations ? # familyguystyle,asks dog speak international relations ? # familyguystyle
1078,"i don't speak english, but i have to tell you what's going on.-piazza ""i said goodnight, but the game is tied so i'm up.""-me ",0,"speak english, tell what's going on.-piazza ""i said goodnight, game tied i'm up.""-me","i do n't speak english , but i have to tell you what 's going on.-piazza `` i said goodnight , but the game is tied so i 'm up . `` -me","speak english , tell what 's going on.-piazza `` i said goodnight , game tied i 'm up . `` -me"
1079,"everyone in the valley is dying of heat, and i'm up here in the rain. #yayyy #not ",1,"everyone valley dying heat, i'm rain. #yayyy #not","everyone in the valley is dying of heat , and i 'm up here in the rain . # yayyy # not","everyone valley dying heat , i 'm rain . # yayyy # not"
1080,so congress essentially asked this moron to keep his mouth shut . ,0,congress essentially asked moron keep mouth shut .,so congress essentially asked this moron to keep his mouth shut .,congress essentially asked moron keep mouth shut .
1081,thanks so much for the opportunity to speak with you!          ,0,thanks much opportunity speak you!,thanks so much for the opportunity to speak with you !,thanks much opportunity speak you !
1082,"good thing the aints let sproles go, he doesn't look explosive at all.      ",1,"good thing aints let sproles go, look explosive all.","good thing the aints let sproles go , he does n't look explosive at all .","good thing aints let sproles go , look explosive all ."
1083,just got announced that you're coming down under for semi-perm! so excited to hear you speak in the flesh. can't wait          ,0,got announced coming semi-perm! excited hear speak flesh. can't wait,just got announced that you 're coming down under for semi-perm ! so excited to hear you speak in the flesh . ca n't wait,got announced coming semi-perm ! excited hear speak flesh . ca n't wait
1084,yes! he tried very hard to speak english ^^ it made me happy! he's so kind and cute ,0,yes! tried hard speak english ^^ made happy! he's kind cute,yes ! he tried very hard to speak english ^^ it made me happy ! he 's so kind and cute,yes ! tried hard speak english ^^ made happy ! he 's kind cute
1085,great to speak today; thx for being so engaged with the idea of #resilience &amp; #businessperformance; lovely to meet you all! ,0,great speak today; thx engaged idea #resilience &amp; #businessperformance; lovely meet all!,great to speak today ; thx for being so engaged with the idea of # resilience & amp ; # businessperformance ; lovely to meet you all !,great speak today ; thx engaged idea # resilience & amp ; # businessperformance ; lovely meet all !
1086,i have to say so many things in this class but i feel like i'd get really angry and i'm sitting in the back so i don't want to speak loudly ,0,say many things class feel like i'd get really angry i'm sitting back want speak loudly,i have to say so many things in this class but i feel like i 'd get really angry and i 'm sitting in the back so i do n't want to speak loudly,say many things class feel like i 'd get really angry i 'm sitting back want speak loudly
1087,definitely my favourite test of the year.. ðÿ˜©ðÿ†˜ #not #lovegeography #why ,1,definitely favourite test year.. ðÿ˜©ðÿ†˜ #not #lovegeography #why,definitely my favourite test of the year .. ðÿ˜©ðÿ†˜ # not # lovegeography # why,definitely favourite test year .. ðÿ˜©ðÿ†˜ # not # lovegeography # why
1088,i wish you niggas stop reporting my life to my bd only one nigga can speak on my where abouts so if u not shawn yu cant check shit tf ,0,wish niggas stop reporting life bd one nigga speak abouts u shawn yu cant check shit tf,i wish you niggas stop reporting my life to my bd only one nigga can speak on my where abouts so if u not shawn yu cant check shit tf,wish niggas stop reporting life bd one nigga speak abouts u shawn yu cant check shit tf
1089,i love starting my work day with a 2 hour staff meeting.  #theyreajoke,1,love starting work day 2 hour staff meeting. #theyreajoke,i love starting my work day with a 2 hour staff meeting . # theyreajoke,love starting work day 2 hour staff meeting . # theyreajoke
1090,"i mean, if the site's so awful, just leave, but sometimes you see things that are blatantly unfair and have to speak up. ",0,"mean, site's awful, leave, sometimes see things blatantly unfair speak up.","i mean , if the site 's so awful , just leave , but sometimes you see things that are blatantly unfair and have to speak up .","mean , site 's awful , leave , sometimes see things blatantly unfair speak up ."
1091,i'm currently wearing cowboy boots &amp; shorts &amp; a nike jacket #fashionatitsfinest #not ,1,i'm currently wearing cowboy boots &amp; shorts &amp; nike jacket #fashionatitsfinest #not,i 'm currently wearing cowboy boots & amp ; shorts & amp ; a nike jacket # fashionatitsfinest # not,i 'm currently wearing cowboy boots & amp ; shorts & amp ; nike jacket # fashionatitsfinest # not
1092,i have a spanish teacher that doesn't even speak english that well so i just nod whenever she talks to me ,1,spanish teacher even speak english well nod whenever talks,i have a spanish teacher that does n't even speak english that well so i just nod whenever she talks to me,spanish teacher even speak english well nod whenever talks
1093,being bored is seriously the one thing i like too do. tweet ,1,bored seriously one thing like do. tweet,being bored is seriously the one thing i like too do . tweet,bored seriously one thing like do . tweet
1094,you don't know what it's like to starve so don't speak on it please. ,0,know like starve speak please.,you do n't know what it 's like to starve so do n't speak on it please .,know like starve speak please .
1095,i literally wear leggings every day. #notmad ,1,literally wear leggings every day. #notmad,i literally wear leggings every day . # notmad,literally wear leggings every day . # notmad
1096,i just love when i'm listening to my music on shuffle and then all of a sudden u2 starts playing. #not #thanksapple,1,love i'm listening music shuffle sudden u2 starts playing. #not #thanksapple,i just love when i 'm listening to my music on shuffle and then all of a sudden u2 starts playing . # not # thanksapple,love i 'm listening music shuffle sudden u2 starts playing . # not # thanksapple
1097,i'm glad i still get the text message and phone call for jessups fire drills. #not #idontevengothere ,1,i'm glad still get text message phone call jessups fire drills. #not #idontevengothere,i 'm glad i still get the text message and phone call for jessups fire drills . # not # idontevengothere,i 'm glad still get text message phone call jessups fire drills . # not # idontevengothere
1098,when its time to speak up. do so! ,0,time speak up. so!,when its time to speak up . do so !,time speak up . so !
1099,but you said not to speak to you so guess i should leaveâ˜ºï¸ ,0,said speak guess leaveâ˜ºï¸,but you said not to speak to you so guess i should leaveâ˜ºï¸,said speak guess leaveâ˜ºï¸
1100,"every time i speak to my mother, afterwards i have this emptiness in my heart because i feel like shes so far from me.i miss living with her ",0,"every time speak mother, afterwards emptiness heart feel like shes far me.i miss living","every time i speak to my mother , afterwards i have this emptiness in my heart because i feel like shes so far from me.i miss living with her","every time speak mother , afterwards emptiness heart feel like shes far me.i miss living"
1101,good thing i brought my headphones ðÿ˜­ tweet ,1,good thing brought headphones ðÿ˜­ tweet,good thing i brought my headphones ðÿ˜­ tweet,good thing brought headphones ðÿ˜­ tweet
1102,i love waiting for cast lists. ðÿ˜… #not ,1,love waiting cast lists. ðÿ˜… #not,i love waiting for cast lists . ðÿ˜… # not,love waiting cast lists . ðÿ˜… # not
1103,i know because i blocked you after you said don't say nothing else to you so you do the same don't speak to me either ,0,know blocked said say nothing else speak either,i know because i blocked you after you said do n't say nothing else to you so you do the same do n't speak to me either,know blocked said say nothing else speak either
1104,"yes, you can speak like a native! we've got the magic potion #twinglish ",1,"yes, speak like native! we've got magic potion #twinglish","yes , you can speak like a native ! we 've got the magic potion # twinglish","yes , speak like native ! we 've got magic potion # twinglish"
1105,thanks so much for coming to speak you were perfect! ,0,thanks much coming speak perfect!,thanks so much for coming to speak you were perfect !,thanks much coming speak perfect !
1106,i love when people don't text back it makes me so happy.... ,1,love people text back makes happy....,i love when people do n't text back it makes me so happy ....,love people text back makes happy ....
1107,"my dad is so jokes whenever we go to a drive through, feels he has to speak way loud ðÿ˜‚ ",0,"dad jokes whenever go drive through, feels speak way loud ðÿ˜‚","my dad is so jokes whenever we go to a drive through , feels he has to speak way loud ðÿ˜‚","dad jokes whenever go drive through , feels speak way loud ðÿ˜‚"
1108,"there is no such thing as ""too busy"". when you really want to speak/hang out with a person, you drop everything to do so. #cutthecrap ",0,"thing ""too busy"". really want speak/hang person, drop everything so. #cutthecrap","there is no such thing as `` too busy '' . when you really want to speak/hang out with a person , you drop everything to do so . # cutthecrap","thing `` too busy '' . really want speak/hang person , drop everything so . # cutthecrap"
1109,"i wonder how people truly feel, everyone's so afraid to just be themselves and speak their hidden thoughts or feelings. ",0,"wonder people truly feel, everyone's afraid speak hidden thoughts feelings.","i wonder how people truly feel , everyone 's so afraid to just be themselves and speak their hidden thoughts or feelings .","wonder people truly feel , everyone 's afraid speak hidden thoughts feelings ."
1110,i'm so excited to here brandon speak tonight! ,0,i'm excited brandon speak tonight!,i 'm so excited to here brandon speak tonight !,i 'm excited brandon speak tonight !
1111,i love it when kids sneeze in my face #not ,1,love kids sneeze face #not,i love it when kids sneeze in my face # not,love kids sneeze face # not
1112,i love the presidential fitness test!      ,1,love presidential fitness test!,i love the presidential fitness test !,love presidential fitness test !
1113,i'm done with guys. lol. i might just turn lesbian for a change.      ,1,i'm done guys. lol. might turn lesbian change.,i 'm done with guys . lol . i might just turn lesbian for a change .,i 'm done guys . lol . might turn lesbian change .
1114,i just love hearing peoples opinions on things they know absolutely nothing about! #not #pleasestop ðÿ˜      ,1,love hearing peoples opinions things know absolutely nothing about! #not #pleasestop ðÿ˜,i just love hearing peoples opinions on things they know absolutely nothing about ! # not # pleasestop ðÿ˜,love hearing peoples opinions things know absolutely nothing about ! # not # pleasestop ðÿ˜
1115,about to become a comedian so i can speak what's on my mind and not get un trouble for it cause i'm a comedian! ,0,become comedian speak what's mind get un trouble cause i'm comedian!,about to become a comedian so i can speak what 's on my mind and not get un trouble for it cause i 'm a comedian !,become comedian speak what 's mind get un trouble cause i 'm comedian !
1116,i love how i got a runny nose and all over night and i'm still dealing with it #not #whyme #nobueno ðÿ˜–ðÿ˜’ ,1,love got runny nose night i'm still dealing #not #whyme #nobueno ðÿ˜–ðÿ˜’,i love how i got a runny nose and all over night and i 'm still dealing with it # not # whyme # nobueno ðÿ˜–ðÿ˜ ’,love got runny nose night i 'm still dealing # not # whyme # nobueno ðÿ˜–ðÿ˜ ’
1117,i hope so!  we are scheduled to speak later this week. i have your contact information. looking forward to it! ,0,hope so! scheduled speak later week. contact information. looking forward it!,i hope so ! we are scheduled to speak later this week . i have your contact information . looking forward to it !,hope so ! scheduled speak later week . contact information . looking forward it !
1118,"actions speak louder than words, so just know your words are dirt to me until you prove it to me ",0,"actions speak louder words, know words dirt prove","actions speak louder than words , so just know your words are dirt to me until you prove it to me","actions speak louder words , know words dirt prove"
1119,don't you just love vegas      ,1,love vegas,do n't you just love vegas,love vegas
1120,days where your ride forgets about you and you're late to school ,1,days ride forgets late school,days where your ride forgets about you and you 're late to school,days ride forgets late school
1121,having a cracking day at work #not ,1,cracking day work #not,having a cracking day at work # not,cracking day work # not
1122,i love how hypocritical he is ðÿ˜‚ #not ,1,love hypocritical ðÿ˜‚ #not,i love how hypocritical he is ðÿ˜‚ # not,love hypocritical ðÿ˜‚ # not
1123,i'll alert the media! everyone cares where you live! () ,1,i'll alert media! everyone cares live! (),i 'll alert the media ! everyone cares where you live ! ( ),i 'll alert media ! everyone cares live ! ( )
1124,and my father does not speak to me so i can't get a passport till i'm 18.. i wish that i was 18,0,father speak can't get passport till i'm 18.. wish 18,and my father does not speak to me so i ca n't get a passport till i 'm 18 .. i wish that i was 18,father speak ca n't get passport till i 'm 18 .. wish 18
1125,idc if everyone's pissed at me tbh. someone had to speak up and well i'm not in a good mood so i decided to be that someone. ,0,idc everyone's pissed tbh. someone speak well i'm good mood decided someone.,idc if everyone 's pissed at me tbh . someone had to speak up and well i 'm not in a good mood so i decided to be that someone .,idc everyone 's pissed tbh . someone speak well i 'm good mood decided someone .
1126,ahhh... to be 20 again... and know nothing but convince myself i know everything. oh how i pine for that level of delusion.,1,ahhh... 20 again... know nothing convince know everything. oh pine level delusion.,ahhh ... to be 20 again ... and know nothing but convince myself i know everything . oh how i pine for that level of delusion .,ahhh ... 20 again ... know nothing convince know everything . oh pine level delusion .
1127,i feel so bad so many girls from my hall have said hi to me with the biggest smile &amp; i can't even find it in me to speak so i smile weakly. ,0,feel bad many girls hall said hi biggest smile &amp; can't even find speak smile weakly.,i feel so bad so many girls from my hall have said hi to me with the biggest smile & amp ; i ca n't even find it in me to speak so i smile weakly .,feel bad many girls hall said hi biggest smile & amp ; ca n't even find speak smile weakly .
1128,"i feel bad that i don't speak to either so much, but we're all doing our own thing and we talk occassionally ",0,"feel bad speak either much, we're thing talk occassionally","i feel bad that i do n't speak to either so much , but we 're all doing our own thing and we talk occassionally","feel bad speak either much , we 're thing talk occassionally"
1129,"god is currently using so many people to speak to me in ways that i truly need to hear, and it is so incredibly beautiful. ",0,"god currently using many people speak ways truly need hear, incredibly beautiful.","god is currently using so many people to speak to me in ways that i truly need to hear , and it is so incredibly beautiful .","god currently using many people speak ways truly need hear , incredibly beautiful ."
1130,i'm so excited to hear speak tonight at the mix! you guys aren't going to want to miss this! ,0,i'm excited hear speak tonight mix! guys going want miss this!,i 'm so excited to hear speak tonight at the mix ! you guys are n't going to want to miss this !,i 'm excited hear speak tonight mix ! guys going want miss this !
1131,every music video now a days is all about the booty -my cool ass mom      ,1,every music video days booty -my cool ass mom,every music video now a days is all about the booty -my cool ass mom,every music video days booty -my cool ass mom
1132,"i prefer italian. "": one language i want to speak so fluently is spanish... it sounds very sexy"" ",0,"prefer italian. "": one language want speak fluently spanish... sounds sexy""",i prefer italian . `` : one language i want to speak so fluently is spanish ... it sounds very sexy '',prefer italian . `` : one language want speak fluently spanish ... sounds sexy ''
1133,i really have to think before i speak im so cheeky to new people!! ,0,really think speak im cheeky new people!!,i really have to think before i speak im so cheeky to new people ! !,really think speak im cheeky new people ! !
1134,everyone's being so nice today i love it â¤ï¸          ,0,everyone's nice today love â¤ï¸,everyone 's being so nice today i love it â¤ï¸,everyone 's nice today love â¤ï¸
1135,im honestly british and indian this is so offensive im considered chinese and unable to speak english ,0,im honestly british indian offensive im considered chinese unable speak english,im honestly british and indian this is so offensive im considered chinese and unable to speak english,im honestly british indian offensive im considered chinese unable speak english
1136,finally :333 and then i'll be able to speak french next year (i hope so),0,finally :333 i'll able speak french next year (i hope so),finally :333 and then i 'll be able to speak french next year ( i hope so ),finally :333 i 'll able speak french next year ( i hope so )
1137,why is it so hard to speak to someone in the uk??? ,0,hard speak someone uk???,why is it so hard to speak to someone in the uk ? ? ?,hard speak someone uk ? ? ?
1138,want to know what's really happening in #libya read this please tried so hard-got so far-in the end- doesn't even..!! ,0,want know what's really happening #libya read please tried hard-got far-in end- even..!!,want to know what 's really happening in # libya read this please tried so hard-got so far-in the end- does n't even .. ! !,want know what 's really happening # libya read please tried hard-got far-in end- even .. ! !
1139,sometimes i get so fucking fustrated bc ijust want to speak to you not as 'omg ily so much' but just 'how was your day?' thing ,0,sometimes get fucking fustrated bc ijust want speak 'omg ily much' 'how day?' thing,sometimes i get so fucking fustrated bc ijust want to speak to you not as 'omg ily so much ' but just 'how was your day ? ' thing,sometimes get fucking fustrated bc ijust want speak 'omg ily much ' 'how day ? ' thing
1140,i am literally so sarcastic all the time that when i use the tag #notasubtweet even i dont know how to feel ,1,literally sarcastic time use tag #notasubtweet even dont know feel,i am literally so sarcastic all the time that when i use the tag # notasubtweet even i dont know how to feel,literally sarcastic time use tag # notasubtweet even dont know feel
1141,wallah it's so easy for us to get a job in algeria when u speak french/english ! ,0,wallah easy us get job algeria u speak french/english !,wallah it 's so easy for us to get a job in algeria when u speak french/english !,wallah easy us get job algeria u speak french/english !
1142,actions speak louder than words so i refuse to be fooled by something that sounds so good when i never see a follow up ,0,actions speak louder words refuse fooled something sounds good never see follow,actions speak louder than words so i refuse to be fooled by something that sounds so good when i never see a follow up,actions speak louder words refuse fooled something sounds good never see follow
1143,i love how you made an effort to text me today. #not but what ever. ,1,love made effort text today. #not ever.,i love how you made an effort to text me today . # not but what ever .,love made effort text today . # not ever .
1144,good to know i wrote about obama's argument for an immigration and very little has been done about it! #not #eng1568,1,good know wrote obama's argument immigration little done it! #not #eng1568,good to know i wrote about obama 's argument for an immigration and very little has been done about it ! # not # eng1568,good know wrote obama 's argument immigration little done it ! # not # eng1568
1145,i love parking across campus and walking in the rainðÿ˜… tweet ,1,love parking across campus walking rainðÿ˜… tweet,i love parking across campus and walking in the rainðÿ˜… tweet,love parking across campus walking rainðÿ˜… tweet
1146,i have to meet a girl tomorrow for a project and im so nervous im so awkward and cant speak swedish fml          ,0,meet girl tomorrow project im nervous im awkward cant speak swedish fml,i have to meet a girl tomorrow for a project and im so nervous im so awkward and cant speak swedish fml,meet girl tomorrow project im nervous im awkward cant speak swedish fml
1147,and now i've caught the freshman plague wow this week is just getting better and better      ,1,i've caught freshman plague wow week getting better better,and now i 've caught the freshman plague wow this week is just getting better and better,i 've caught freshman plague wow week getting better better
1148,i am in awe of people who lie frequently and often. how do you keep it all straight?      ,1,awe people lie frequently often. keep straight?,i am in awe of people who lie frequently and often . how do you keep it all straight ?,awe people lie frequently often . keep straight ?
1149,i'm glad so many ppl have visited me in edmond â˜ºï¸â˜ºï¸ #not ,1,i'm glad many ppl visited edmond â˜ºï¸â˜ºï¸ #not,i 'm glad so many ppl have visited me in edmond â˜ºï¸â˜ºï¸ # not,i 'm glad many ppl visited edmond â˜ºï¸â˜ºï¸ # not
1150,"just got invited to speak at a thingy as an ""expert"" so... #beyoncegifneeded #beyonce #gif #needed ",0,"got invited speak thingy ""expert"" so... #beyoncegifneeded #beyonce #gif #needed",just got invited to speak at a thingy as an `` expert '' so ... # beyoncegifneeded # beyonce # gif # needed,got invited speak thingy `` expert '' so ... # beyoncegifneeded # beyonce # gif # needed
1151,good thing the #jays gave stroman that extra day off.      ,1,good thing #jays gave stroman extra day off.,good thing the # jays gave stroman that extra day off .,good thing # jays gave stroman extra day off .
1152,every time we speak you cry so i stick to texting. ,0,every time speak cry stick texting.,every time we speak you cry so i stick to texting .,every time speak cry stick texting .
1153,holy fuck am i ever in a bad mood.. haha today will be great #not ,1,holy fuck ever bad mood.. haha today great #not,holy fuck am i ever in a bad mood .. haha today will be great # not,holy fuck ever bad mood .. haha today great # not
1154,sometimes i wish i learned how to speak spanish when i was younger so i could speak fluently now ,0,sometimes wish learned speak spanish younger could speak fluently,sometimes i wish i learned how to speak spanish when i was younger so i could speak fluently now,sometimes wish learned speak spanish younger could speak fluently
1155,if u get the chance to hear frm speak grab it with both hands! fantastic story &amp; so normal! #bizpartyinspires ,0,u get chance hear frm speak grab hands! fantastic story &amp; normal! #bizpartyinspires,if u get the chance to hear frm speak grab it with both hands ! fantastic story & amp ; so normal ! # bizpartyinspires,u get chance hear frm speak grab hands ! fantastic story & amp ; normal ! # bizpartyinspires
1156,"hi jack, sky news would be very keen to speak to you about this. please would you follow so i can dm? ",0,"hi jack, sky news would keen speak this. please would follow dm?","hi jack , sky news would be very keen to speak to you about this . please would you follow so i can dm ?","hi jack , sky news would keen speak this . please would follow dm ?"
1157,"when you let it speak for so long, it has control over you, it wants that control back and it is the biggest struggle to stay strong. ",0,"let speak long, control you, wants control back biggest struggle stay strong.","when you let it speak for so long , it has control over you , it wants that control back and it is the biggest struggle to stay strong .","let speak long , control you , wants control back biggest struggle stay strong ."
1158,feeling like a million bucks after that chem 2 test. ðÿ˜… #not,1,feeling like million bucks chem 2 test. ðÿ˜… #not,feeling like a million bucks after that chem 2 test . ðÿ˜… # not,feeling like million bucks chem 2 test . ðÿ˜… # not
1159,i can't be alone with people bc i just turn so awkward and i won't speak unless they talk first and even if they do i never know what to say ,0,can't alone people bc turn awkward speak unless talk first even never know say,i ca n't be alone with people bc i just turn so awkward and i wo n't speak unless they talk first and even if they do i never know what to say,ca n't alone people bc turn awkward speak unless talk first even never know say
1160,i love it when my dog pees on my bed... what a nice morning surprise #not #wtfpanda ðÿ‘¿ðÿš«ðÿ¶ ,1,love dog pees bed... nice morning surprise #not #wtfpanda ðÿ‘¿ðÿš«ðÿ¶,i love it when my dog pees on my bed ... what a nice morning surprise # not # wtfpanda ðÿ ‘ ¿ðÿš « ðÿ¶,love dog pees bed ... nice morning surprise # not # wtfpanda ðÿ ‘ ¿ðÿš « ðÿ¶
1161,i love wearing my hat floating on my head      ,1,love wearing hat floating head,i love wearing my hat floating on my head,love wearing hat floating head
1162,apparently i'm not that person... #makesmefeelgood #not ,1,apparently i'm person... #makesmefeelgood #not,apparently i 'm not that person ... # makesmefeelgood # not,apparently i 'm person ... # makesmefeelgood # not
